description,dataset
"nato in puglia, vivo tra siena e il chianti; da 30anni, come si diceva una volta, operatore culturale",0
Firenze,0
"In continua evoluzione, ad assaporare le delizie che la vita mi offre, senza passato e senza futuro, senza regole, senza obblighi, senza abitudini.",0
   ,0
I'm a work in progress,0
Farmartista,0
"Un giorno senza sorriso, é un giorno perso.A day without a smile, it' s a lost day. C. Chaplin",0
Podologo - libero professionista. ,0
,0
"Avvocato, appassionato di politica, di viaggi, di sport (calcio e basket in particolare) di cinema. Amo leggere.",0
"Nel mondo mondiale ci sono grandi opportunità, l'importante é attaccare! [cit.]",0
But first you must learn how to smile as you kill (J.L.),0
"La velocità mi concilia la scrittura, o forse ho bisogno di sentirmi in movimento per trovare le parole giuste e scrivere.",0
Don't mind people insisting I'm from another planet... I'm from another brane! - / \ - - - / \ -  I have many skills - Xena: Warrior Princess,0
"Amministratore di condominio, appassionato di calcio e meteorologia.... Che strana creatura l’essere umano: brancola nel buio con espressione intelligente!",0
All my windows still are broken but I'm standing on my feet.♫,0
activist of human rights; lawyer,0
L'unico tiranno che accetto in questo mondo è la voce silenziosa dentro di me (Mahatma Gandhi)                          Non è coraggio se non hai paura (L'Ale),0
PROMOTORE DEL CAMBIAMENTO Studente sedicenne. Esponente #salvaiciclisti e fautore di Bike Square. Innamorato della Città Eterna!Avvinto d'economia e politica.,0
Chiamate?Chi amate?Chi ama te?,0
I'm the Best!!!,0
lotta dura senza paura,0
"Chi ama davvero ama il mondo intero, non soltanto un individuo particolare (Erich Fromm)",0
Semplicemente...Janet :-)Nello sfondo il mio piccolo grande amore che mi ha lasciata dopo 21 anni di coccoline reciproche. Sarai sempre parte di me micina mia.,0
"born with a luggage,ready for each challenge!",0
Gran parte della libertà consiste nel saper dominare l'appetito (Seneca). Il cielo stellato sopra di me e la legge morale dentro di me. (Kant),0
"suono il basso e adoro la musica rock, ma anche il jazz, il blues e il funk. Altra passione è lo sport, in particolare il calcio",0
ex-aspirante Ingegnere.,0
il corpo faccia quello che vuole.io sono la mente.,0
I'll be who you want me to be.,0
"Le regole non esistono, esistono solo le eccezioni!",0
,0
http://t.co/cv7gPKANph,0
"Livornese. Pioniere delle radio tv libere, videomaker specializzato budget zero, saggista, montatore rvm al TG3 Rai. ",0
"''Grande''da un pezzo.Ma nell'intimo,eterna fanciulla...Croce e delizia del mio essere :)  ",0
*,0
Sardi nel cuore e nella mente. Siamo Sardi in prima linea... Insomma #SardinTesta ,0
nessuno mi pettina bene come il vento [cit],0
"...as if she were whispering soundless words to the darkness. (Haruki Murakami, Norwegian Wood)",0
I have become comfortably numb,0
"Negoziante a Walnut Grove, sposata, paladina dei gay dopo il coming out del mio piccolo Willie.Il silenzio Ã¨ d'oro, ma per vostra sfortuna io sono giÃ  ricca.",0
"You and me we are destined you'll agree,to spend the rest of our lives with each other,the rest of our days like two lovers Forever,Yeah,Forever...My bijou â™¥",0
"â€ŽUn popolo che elegge corrotti, impostori, ladri, traditori, non Ã¨ vittima, Ã¨ complice. (G. Orwell).",0
La rana e lo scorpione.,0
Libertà è Partecipazione,0
Lascio agli altri la convinzione di essere migliori. Per me tengo la certezza che nella vita si può sempre migliorare.,0
Story-Teller.Frappuccino Mocha Light drinker. Cupcakes lover. ,0
"Prof precaria, studio cinema e letteratura. ",0
"And you run and you run to catch up with the sun, but it's sinking",0
Se vuoi puoi...se puoi devi.,0
"Penalista, per scelta e per tradizione. Per il resto naviga a vista.",0
life is beatifull,0
"Nel mio Pantheon ci sono Berlinguer, Gramsci e Pertini; Sciascia, Stern, Bocca, Peppino Impastato, Giancarlo Siani e Terenzio. Guevara, Pasolini e i partigiani.",0
Rock your time. Shake your life.,0
"Avvocato, Junior Partner presso lo studio Nunziante Magrone, esperto in Intellectual Property, Information Technologies e Data Protection Law ",0
"Avolte il destino è dalla nostra parte.Altre quel che è fatto è fatto.Devi convicerti che quel che deve accadere,accadrà.Cmq fìnisci cn la persona giusta per te",0
anarcoburocrate,0
"Faccio spettacoli per vivere, perlomeno dovrebbe essere così. Nella realtà faccio da punchball alla burocrazia. Essere un'artista non è poi così fico",0
"Tutto ciò di cui abbiamo bisogno è Acqua-Aria-Fuoco-Terra, e coltivare la nostra V^ Essenza.",0
Architetto che ama attualizzare l'esistente recuperandolo...con un occhio al risparmio energetico!,0
"Su Twitter faccio di tutto: scrivo dalle notizie informatiche alla politica, seguo gente e cerco di far divertire",0
"Studentessa di Fisica,amo cantare,leggere e cucinare (soprattutto torte e biscotti).Adoro il cinema e comprare cappelli! Non sopporto ingiustizie e ipocrisie!",0
Il futuro appartiene a coloro che credono nella bellezza dei propri sogni.,0
"Un uomo se non rischia nulla per le proprie idee, o le proprie idee non valgono nulla o non vale nulla l'uomo",0
"libertà, l'ho vista dormire nei campi coltivati a cielo e denaro,a cielo ed amore, protetta da un filo spinato",0
Arma la tua anima,0
"Pagina ufficiale di quella grande sfigata che nessuno conosce di nome Chiara Castelli! (Sì, sono quella nel quadratino.)",0
 http://t.co/bnYcrNom,0
"Credo in un Paese migliore, il nostro. Si può fare!!!",0
Studentessa in scienze infermieristiche ,0
"La donna è come una bustina di tè, non si può dire quanto è forte fino a che non la si mette nell'acqua bollente (E.Roosevelt)",0
"«Ci voleva un computer per incasinarmi la vita...» ☺ Mamma♥di 2 adolescenti, su Twitter per un sereno confronto in 140 caratteri.Amo ridere.シ",0
"CGIL prima di tutto...poi musica, fotografia, comunicazione, Politica. ",0
Vuoto,0
Il mondo è come un libro. Mi piace sfogliarlo e leggere tra le righe. Apprezzo chi sa ascoltarlo. Stimo chi sa guardarlo e amo chi sa raccontarlo. ,0
I doveri di un uomo si moltiplicano via via che aumenta la sua conoscenza.,0
"Business Lawyer for work, Nature Photographer for passion",0
"Studente della Facoltà di Giurisprudenza, presso La Sapienza. Attivista sindacale nell'Unione degli Universitari e politico nel Partito Democratico.",0
Un uomo senza panza è come un cielo senza stelle,0
E non ci siamo persi niente finora,0
"My life is #Supernatural ,I adore my #SPNfamily and I love with all my heart @mishacollins and the entire cast.I ship #Destiel❤ love also #Lost and #myguitar",0
Dottore Commercialista ed Esperto Contabile in Brescia...forse...aggiungerei STATO LADRO...,0
in casa mia trovi sempre un bicchiere di vodka buona,0
To arrive at dawn there is no other way that night - Per arrivare all'alba non c'Ã¨ altra via che la notte - Kahlil Gibran,0
Happy (: oh Fitness my love! {ABS-ASS} frillicipistriccipÃ .à¥ Changes make me so happy.  #love  #happiness,0
Communication is guerrilla,0
"Io nn sono un liberatore, i liberatori nn esistono, sono i popoli che si liberano da sÃ¨",0
"Italian digital dad, outsider, off topic. Addicted to sea, good food and science fiction. Trying to write.",0
"Amo il sole ma anche le grigie giornate con il mare in tempesta d'inverno.Sono meteoropatica.Amo la cioccolata, la mia Tiffany e i piatti cucinati da mia madre!",0
Sono solo una piccola persona che ama stare nella sua piccola casa. ,0
"Disilluso. Se una ragazza mi chiedesse di essere il suo Romeo, ci vedrei un sottile invito al suicidio. Ex compagno di bevute di Hemingway. Poi lui ha smesso.",0
1/4 toscana 1/4 sicula 1/4 danese 1/4 tedesca...tutta matta XD #InsonniCronici #TwittamiDiNotte #CSeiOCFai #TweetOracolo #SemprEsauriti #FollowBack? ASK!,0
Ma non devi fare a pugni pÃ ... pÃ  parapÃ  pappÃ ,0
Le strategie piÃ¹ efficaci per migliorare la tua presenza sul web.http://t.co/GcrVR9Me,0
Non saper fare niente in un mondo che sa tutto. ,0
"Dylaniata. RockMusicLover. Aspirante magra. Collezionista di figure di merda. Se vuoi seguirmi fa' pure, ma non chiedermi dove stiamo andando, perchÃ© non lo so.",0
"Vestale del focolare domestico ma in versione Web 2.0. Zumba Ftness addicted! web consultant, interested in music, jazz lover!",0
"Ein Frauenleben mit 1 Firma, 4 MÃ¤nnern und 1 Hund. (Tret)roller, Umwelt, Fairness, Zivilcourage ...  e in Italiano. Twitterare humanum est!",0
Clown Doctor - Let Love In ,0
Mi piace dare l'illusione di essere carino e coccoloso ma in veritÃ  sono uno stronzo!Chuck Norris Ã¨ il mio pupazzo.Ghiotto di Nutella.,0
IL MIO MISTERO Ã¨ CHIUSO IN ME,0
"IT Consultant, knowledge addicted and smart things lover...",0
"Twitto sinceramente a prescindere dai follower. Realista e cinico, ma sempre allegro. Odio gli autobus. Penso troppo e mi perdo nei ricordi. Ho finito i caratt-",0
"Dicono che sono una stronza ma vi assicuro che non Ã¨ cosÃ¬;so esserlo,Ã¨ diverso. Bulimica d'amore,con il cibo ho quasi smesso.Sono una donna,non una santa etc...",0
"Paranoid Android. Donna in carriera e cuciniera. MarchiSCiana DOCG a Milano, ma ho Roma nel cuore e nell'anima. Vino, Arte e Politica le mie Passioni.",0
L'Informatica Ã¨ come la guerra: attimi di noia intervallati da attimi di puro terrore,0
Il mondo racchiuso in questo accountserissimo.Troverete i migliori tweet scritti da voi.Aiutateci inviando i vostri tweet in Dm.Saluti,0
Enneatipo Ignoto,0
(Re)searching...,0
"Computer Engineer, Web Developer @beyounic, Frontend Engineering enthusiast",0
I'm trying to figure out my life.I like to smell the wind;i like to feel the rhythm flowing in my body;I like to look at the clouds in the sky with a blank mind,0
"Devastatore di buffet, astuto creatore di zizzania, preparato controllore di culi (ass-checker). A tempo perso derido e offendo quelle che se la tirano",0
i'm happy just because i found out i'm really no one,0
"Londoner, Libertarian, Love Art, Music, Bavaria and US",0
IT consultant for CNR Bologna,0
"tossica della carta stampata, serie tv dipendente",0
@xsparklyguitar my wonderwall. @_Charliecon_ my darling. @acciomagic_ my baby panda.  ||  «What would be the point of living if we didn't let life change us?».,0
Graduated in International Economics / Blonde & Dreamer / above all Ɗαηcεя ❤ / Music Lover ♪♫ / In love with life.,0
Studio. Leggo. Gioco. (21 e non sentirli),0
Cosmopolitan European Citizen. Former Member of the Executive Bureau of JEF-Europe. En ce moment assistant parlementaire au Palais Bourbon ~Views are mine only~,0
L'inutilità fatta persona. ,0
Politólogo,0
Giulia. travels. music. concerts. food. horror movies. Posso pogare in questa bio?! Meow °ω° • waiting for 120413 050613.,0
kate.+23.fashion designer. i'm in love with #TeenWolf #TVD #AHS #Skins #misfits ~ music save me @OfficialBVB @GreenDay @EscapeTheFate @ConorMaynard @tokiohotel,0
"Languages student.Insanely romantic and TVseries/country music lover.Deep seeker of my own life purpose. But when I'm tired of searching,I stop by and..tweet!",0
"«I'm so glad 'cause you make it all right.» «Doesn't matter where you are, there's no place that's too far.» Sei tutto, ragazzo. @mengonimarco",0
"Italian. 17. NSN, ATL, WATIC, ADTR, YMAS, MCR, Pmore, Sheeran, Nina Nesbitt. PLL, Skins, Glee, Teen Wolf, Hunger Games. Pewds. shy&awkward. ☮ ♥ ♫.  ",0
そんな顔をしないで、また会えるよ,0
21. Soon to be a Trainee Solicitor. Liberal Tory. Known to sing now and again.,0
"Una mente caotica, infantile, distratta, appassionata, pigra, osservatrice, sveglia (forse)...insomma di tutto un po'",0
"I'm like a Kinder Egg, brunette on the outside but blonde on the inside! ;) I seem to lack the ability to think before I speak!  I LOVE 1D! #teamfollowback",0
"Med student • ECHELON ♥ • Post-rock soul • I'm not living, I'm just killing time • Photography lover • @JaredLeto is my Dark Lord.",0
"[...] además, Activista en @amnistiaespana. Por cierto ''lo expresado aquí y -a menos que lo indique- no representa a -AI-''.",0
ITALY,0
"I read, I listen to music and I watch stuff. I'm not actually good at anything and sometimes my life looks like a Monty Python sketch. ",0
"#bioarchaeologist focusing on ancient #mummies, #anthropology, #paleopathology and medical #history.Proud to be #Sicilian",0
"Art Historian, Art dealer and lion tamer",0
"User research specialist, information architect e interaction designer | usertest/lab",0
"Giulia, 16 ☮ Lana del Rey and One Direction are my reason to be. ",0
"«Isn't it mesmerizing?» #SanetoshiFag #Nfag. Amo lo sci-fi, i bishonen e il cioccolato non necessariamente in questo ordine. #Hooker #FABULOUSMAX~",0
"Market specialist e redattrice online presso http://t.co/CW2G7Tjk, amo viaggiare, scoprire e (aihmè) mangiare. Difetti? troppo sincera e diretta ;)",0
photoshop ≡ Nintendo ≡ sakka baka,0
University-Biomedical Engineering-Turin-ItalyLove: Sports-Art-Music-Books-HiTech-Photos-myLFFSarebbe troppo complicato descrivermi!! ,0
Di mare e di vela. Red Passion in giro nel Mediterraneo (in attesa di mete più ad Ovest...),0
Estudo Enxeñaría en xeomática e topografía. Orientado cara a Land Administration. - Austrian Economics - Libertarian - Don't tread on me!,0
"If your pictures aren't good enough, you aren't close enough.http://www.facebook.com/profile.php?id=756698886http://www.flickr.com/photos/fedeskier/",0
Colle dell'ara PositanoAccomodation and Food network,0
"Ex AMEX option specialist and FX derivatives trader. Now a full time investor/trader and part time horse trainer. If I’m not here, I’m probably riding. ",0
"Welcome to my silly lifeMistreated, misplaced, missundaztoodMiss “no way it’s all good”I'm not a slut I just love LOVE!!",0
,0
Medico,0
Sono una persona schizzata e che sclera ad ogni ora del giorno. Sparo cavolate e/o quello che penso. Nei (pochi) momenti di serietà parlo di Formula 1 e motori.,0
Pan di stelle ammmanna,0
"Pochi chilometri ci separano, ma i nostri cuori sono distanti anni luce.",0
"Despite unrealized hopes, illusions, disillusions and delusions, I'm still able to dream.",0
18 years old | Pavia; Italy | In a relationship,0
The beauty of cycling is that after an uphill there's always........ another one!,0
"Music is my life, Franz Listz is my inspiration, piano is my future ♬ @OfficialBVB ♬ @AvrilLavigne ♬ @CodySimpson and they're my idols ♥",0
"I am, and always will be, the optimist. The hoper of far-flung hopes and dreamer of improbable dreams.",0
"diciassettenne caffè-dipendente, innamorata del divano ma in una relazione complicata con il cibo ",0
Fuck off.,0
"Piccole coccole che speriamo di regalare ogni giorno a chi vorrà venire con noi a caccia di arcobaleni. Allora, siete pronti per l'avventura?",0
La Verità della Menzogna. Rassegna fotografica in divenire presso l'Orto Botanico di Siena. Continuiamo a parlare di #fotografia su http://t.co/Tv2v7PSWlu,0
very mad person,0
Bellissima e umile. ,0
#HouseMusic #Snowboarding #kickBoxing,0
"Mamma, moglie e fotografa per passione",0
Lavoro in una libreria almeno per ora. Acchiappanuvole per eccellenza.,0
